Illy,Mucilago,Cafeina,Ox,Mi,Ch,Go,Verde,hv
0.5027363241596925,0.4838863277933625,2.60974333471056,1.1607347833182267,1.7033053935498963,2.0354288102375007,2.052281338491913,1.9682862036903503,4.275850876060097
0.49546723215082733,0.47806483314400583,2.56604850897917,1.148755858115915,1.6957627627061775,1.9964922132396623,2.0164223376741823,1.960358575820281,4.261157230437898
0.48639148948173033,0.47280405025073885,2.572396436179652,1.1402174644955418,1.670937906431423,1.9969008007050024,2.004950566945944,1.958052716373839,4.246564226224069
0.49902005707872876,0.4728544852497297,2.573678140493735,1.1336149892237186,1.6706445763092184,1.9977385195138244,1.9885880783945749,1.9199107029624207,4.232070832960505
0.4930389915672773,0.46494765173470853,2.56820914007324,1.13210994236038,1.6603264146081156,1.9935346324134557,1.9876145791009205,1.9143463801564566,4.21767603420894
0.4788168934896893,0.460222642915967,2.566780423023854,1.1111525946841374,1.650980545591345,1.9551786136628437,1.9810378351421924,1.9036586055666866,4.2033788273133155
0.47681302643315326,0.4563170674308153,2.560984162708039,1.1096025310134217,1.6403369073494725,1.928927257284323,1.9875876780836201,1.8707389863825963,4.189178223166987
0.47972536527904824,0.45235716441611956,2.5684595764646194,1.1143646491378452,1.6352342775300919,1.9345476739768772,1.9486573187382676,1.8888827774331853,4.175073245984606
0.4703676627590312,0.44662276565183884,2.559914656191551,1.0999655687984073,1.6077552432512259,1.9072304080372473,1.9308261852349724,1.8566344458785542,4.161062933078618
0.46690253290497924,0.44664284429930035,2.5657995131262057,1.1027192754590593,1.6189842401487788,1.9034617304980013,1.9264534941409612,1.857955532686253,4.147146334640228
0.46379726899644136,0.43770786184722715,2.609540995508748,1.0842256233417922,1.5932300225175056,1.8770593345462605,1.9051721805617632,1.827743264800369,4.13332251352476
0.4581546742884115,0.4298101372391662,2.647949676942731,1.0793302183720954,1.585658321751234,1.8587350992944882,1.901881237474372,1.8143433782499157,4.11959054504129
0.45981056752658067,0.425431596768535,2.6794467825520747,1.0796177169935437,1.5943158597233689,1.8596511941742633,1.912640958189631,1.8187631720503477,4.10594951674645
0.45360080439601147,0.42178980803417104,2.772446041178602,1.0669549573195807,1.5700857055046569,1.8379874778740002,1.8824365721727416,1.817111076134978,4.092398528242337
