Illy,Mucilago,Cafeina,Ox,Mi,Ch,Go,Verde,hv
2.617444632580873e-35,2.0701369305750116e-35,6.961297283328355e-34,5.778480553926589e-35,8.708349433860818e-35,9.420026090900635e-35,1.043007269882853e-34,9.369786138475844e-35,5.611510734463277e-19
2.559372862088704e-35,2.0503890701196913e-35,6.89512176859906e-34,5.750776597272554e-35,8.676865879790023e-35,9.19395109627184e-35,1.0185413306221335e-34,9.28856924642437e-35,5.59570366197183e-19
2.559277800017524e-35,2.026116027326667e-35,6.788279408557284e-34,5.574900907487077e-35,8.556407675003792e-35,9.145632579238713e-35,1.0079522621557016e-34,9.249326007838959e-35,5.579985393258427e-19
2.5483864110582926e-35,2.022317244932944e-35,6.793490326547759e-34,5.625913961302188e-35,8.540779905432927e-35,9.20128416884176e-35,1.011969897516065e-34,9.220433310227199e-35,5.564355182072829e-19
2.5186471633646277e-35,2.0100033198194534e-35,6.664325565859104e-34,5.580408720744862e-35,8.362888305557468e-35,9.003018696922174e-35,9.981966642720925e-35,9.063827395743401e-35,5.548812290502793e-19
2.516871098950171e-35,1.9759415705622823e-35,6.6193697603129925e-34,5.536457917616989e-35,8.343117511428522e-35,8.925000283771815e-35,9.965374611009055e-35,8.978238091824146e-35,5.533355988857938e-19
2.483716086139318e-35,1.9595604931394038e-35,6.552121346974834e-34,5.521169352875989e-35,8.33247010945231e-35,8.867856531660536e-35,9.906893104750305e-35,8.94690723786557e-35,5.517985555555554e-19
2.4665940599558643e-35,1.9340889474055007e-35,6.483932322967896e-34,5.441461020505209e-35,8.217297311426434e-35,8.797452285146785e-35,9.832221837963248e-35,8.901492644001494e-35,5.502700277008309e-19
2.453613076819952e-35,1.9212273031533585e-35,6.4236853765002446e-34,5.389530654044867e-35,8.190440195087828e-35,8.650453583283747e-35,9.76922734743533e-35,8.76313438711796e-35,5.487499447513811e-19
2.4427389149942696e-35,1.8928041537672684e-35,6.345812563545269e-34,5.297082134993522e-35,8.010465548077093e-35,8.615833652392456e-35,9.591358073649492e-35,8.675124783776371e-35,5.472382369146005e-19
2.44246744086622e-35,1.8892194241855997e-35,6.298795174807448e-34,5.347987253273106e-35,8.093605465198081e-35,8.50059678153207e-35,9.62134554433364e-35,8.699583182346791e-35,5.45734835164835e-19
2.412941381099435e-35,1.8662518537478193e-35,6.234526571732458e-34,5.247496449532687e-35,8.039983178716917e-35,8.450467823372881e-35,9.554600739734866e-35,8.60552438713268e-35,5.442396712328767e-19
2.386231064263871e-35,1.8696369529988995e-35,6.173783348993924e-34,5.276808442513138e-35,7.95611273117904e-35,8.351869808839463e-35,9.484618223472744e-35,8.553219105031883e-35,5.427526775956284e-19
2.3819554358863058e-35,1.8312230478610992e-35,6.1122797172619726e-34,5.202522069627385e-35,7.865467357102757e-35,8.29441387692896e-35,9.408660408544879e-35,8.468026660426183e-35,5.4127378746594e-19
2.3785989157914493e-35,1.8179600608493414e-35,6.0656342620636996e-34,5.175894160070723e-35,7.825240673575079e-35,8.226628069578558e-35,9.374359841606687e-35,8.45176419648099e-35,5.398029347826087e-19
2.3487322937637067e-35,1.809988896768796e-35,6.054135126475838e-34,5.131740039119141e-35,7.770779375313323e-35,8.164557678460757e-35,9.30358256937637e-35,8.424093896215005e-35,5.383400542005419e-19
2.3283104897150664e-35,1.7900086823776954e-35,5.960523468200969e-34,5.084543861862172e-35,7.723210990319855e-35,8.057707420303485e-35,9.255369110871742e-35,8.316041724902504e-35,5.368850810810811e-19
2.3024968109063986e-35,1.7678524558546573e-35,5.918078060349058e-34,5.058719644741854e-35,7.643357705602029e-35,7.965539493926304e-35,9.183823229495204e-35,8.251810068419871e-35,5.354379514824797e-19
2.291948256885382e-35,1.7632910176688303e-35,5.826182374182937e-34,5.065050553982907e-35,7.555928799161343e-35,7.894063839321008e-35,9.096718668347285e-35,8.27925793086486e-35,5.339986021505375e-19
2.2582251558327097e-35,1.7546442147748562e-35,5.784091919766193e-34,5.01408946721449e-35,7.466064755490864e-35,7.86237333267741e-35,9.04272536044234e-35,8.129340949005142e-35,5.325669705093833e-19
2.2534318580507727e-35,1.745846162082581e-35,5.746727620990845e-34,4.997207213493664e-35,7.482622995721261e-35,7.822379333759254e-35,9.042360519827981e-35,8.102215867107605e-35,5.311429946524064e-19
2.2636818942462916e-35,1.7417849497639586e-35,5.7482441098778995e-34,4.941000566862195e-35,7.459385120534513e-35,7.785108254830364e-35,9.03161263355856e-35,8.117516966091803e-35,5.297266133333333e-19
2.2271444194241966e-35,1.700981033324209e-35,5.640688511001208e-34,4.913264250114734e-35,7.352208572818305e-35,7.684463774114025e-35,8.944232424177046e-35,8.051463493092079e-35,5.283177659574467e-19
2.223437205776423e-35,1.7108239013137588e-35,5.5932977915316596e-34,4.872637541944333e-35,7.266619337263371e-35,7.578487248989869e-35,8.865183283375665e-35,8.027613463492699e-35,5.269163925729443e-19
2.2204424197395023e-35,1.709653926955892e-35,5.587490647420079e-34,4.894703407681083e-35,7.307908757853232e-35,7.602191623289551e-35,8.827117671040042e-35,7.961338053110991e-35,5.2552243386243385e-19
2.2049123846771633e-35,1.6919487318571786e-35,5.517154576503872e-34,4.8128404738653163e-35,7.207607898810153e-35,7.461781428328984e-35,8.770262582489799e-35,7.940723483994628e-35,5.241358311345646e-19
2.1811824986693216e-35,1.6858508471581274e-35,5.4526245088945105e-34,4.7858144061183153e-35,7.146389133717435e-35,7.436511433709762e-35,8.701283257173703e-35,7.86090067597383e-35,5.227565263157894e-19
2.1720137550421027e-35,1.6653791206753786e-35,5.422235064184617e-34,4.7758631977777153e-35,7.099127745657022e-35,7.377513840539527e-35,8.684854040483765e-35,7.864722119590845e-35,5.213844619422571e-19
2.1408014788945398e-35,1.662450035781831e-35,5.37886368628108e-34,4.7250481393983116e-35,7.037574843188833e-35,7.317523760875024e-35,8.579649725756869e-35,7.830026496633122e-35,5.200195811518324e-19
2.1390445645918395e-35,1.6479206579723085e-35,5.325589882654179e-34,4.6700750892375384e-35,6.95257076936601e-35,7.281519463036832e-35,8.553353235313708e-35,7.815893477180944e-35,5.186618276762401e-19
2.0995999465955193e-35,1.6403485742849212e-35,5.2705524742253094e-34,4.669292142202402e-35,6.924197646524257e-35,7.172563438304757e-35,8.49683023807814e-35,7.741934151765907e-35,5.173111458333333e-19
2.1124461595515724e-35,1.651950168692662e-35,5.261631474274394e-34,4.6755416214872645e-35,6.887856675096064e-35,7.199672897765683e-35,8.475057627774225e-35,7.775274427961466e-35,5.159674805194804e-19
2.0962423868917586e-35,1.6322173181055096e-35,5.2099583596678505e-34,4.6407210987618673e-35,6.826367381061682e-35,7.122971892988642e-35,8.420242946859861e-35,7.706653030239524e-35,5.146307772020724e-19
2.0930437294711867e-35,1.6147722444636347e-35,5.131208639089302e-34,4.5899727325186185e-35,6.813442090051739e-35,7.028728401986364e-35,8.379303645411892e-35,7.681214438699997e-35,5.133009819121446e-19
2.0774366736267957e-35,1.6076050354592192e-35,5.111931850192352e-34,4.573977368860957e-35,6.768049812694471e-35,6.986307553815512e-35,8.36474140326296e-35,7.687929029399024e-35,5.119780412371133e-19
2.058477172156523e-35,1.5949589528945438e-35,5.077283764123272e-34,4.564191506526599e-35,6.711496994468658e-35,6.934304456457649e-35,8.326852121852596e-35,7.643746929734028e-35,5.106619023136247e-19
2.0555234526853027e-35,1.5886063915115622e-35,5.038650394042577e-34,4.515690222063436e-35,6.65446561855569e-35,6.853080058601494e-35,8.274210738927783e-35,7.609341627458826e-35,5.093525128205128e-19
2.039422200593388e-35,1.5867205085334976e-35,5.0042469992898775e-34,4.501575567518551e-35,6.625307238667627e-35,6.840104345118596e-35,8.224803737144827e-35,7.563801228105125e-35,5.080498209718669e-19
2.0390467876806088e-35,1.579823745704273e-35,4.9622466555953834e-34,4.486382508368356e-35,6.56118671377092e-35,6.807615122920242e-35,8.145410593206857e-35,7.550808340671882e-35,5.06753775510204e-19
2.018331732969164e-35,1.576026061243422e-35,4.934351176077218e-34,4.4511663466617873e-35,6.542596975680238e-35,6.764095955722879e-35,8.153231195750966e-35,7.544694231360076e-35,5.054643256997455e-19
2.0067087234828171e-35,1.5608767852870966e-35,4.8816164794097175e-34,4.4212210485739593e-35,6.486550375282816e-35,6.669038588242676e-35,8.082392440285692e-35,7.496198162912654e-35,5.041814213197969e-19
1.9959937789951076e-35,1.5604073374184432e-35,4.839050108888952e-34,4.4011206758550787e-35,6.463277602045767e-35,6.625735316203898e-35,8.059256457905848e-35,7.480126603502831e-35,5.029050126582278e-19
1.993604477090853e-35,1.5524455031513924e-35,4.8215702015038195e-34,4.3791902462325305e-35,6.426348504265804e-35,6.583825470853234e-35,8.03514404254536e-35,7.494952016091884e-35,5.016350505050505e-19
1.972489498772503e-35,1.5379264379927254e-35,4.7812321563537385e-34,4.3351659147080614e-35,6.369585206175544e-35,6.538262522595842e-35,7.961071251390541e-35,7.448978857692697e-35,5.003714861460958e-19
1.967425820808241e-35,1.5399938234892137e-35,4.741857784437912e-34,4.321774587783549e-35,6.341835793836437e-35,6.489943487599985e-35,7.919729337060568e-35,7.436868618368987e-35,4.991142713567839e-19
1.962065490361311e-35,1.5372818731498569e-35,4.697023654902525e-34,4.2944567986232684e-35,6.292061628838257e-35,6.469778453737012e-35,7.860156791229105e-35,7.372838735456046e-35,4.9786335839599e-19
1.9409958996104691e-35,1.5294643801032777e-35,4.677675249020846e-34,4.266351199827452e-35,6.254395470893571e-35,6.384337788074824e-35,7.779834520319478e-35,7.364953601960053e-35,4.966186999999999e-19
