,     Angle,       PSD
526,26.0569,1474
527,26.097,1454
528,26.137,1439
529,26.177,1409
530,26.2171,1422
531,26.2571,1517
532,26.2971,1392
533,26.3372,1405
534,26.3772,1438
535,26.4172,1427
536,26.4573,1371
537,26.4973,1423
538,26.5373,1320
539,26.5774,1379
540,26.6174,1336
541,26.6574,1375
542,26.6975,1465
543,26.7375,1427
544,26.7775,1383
545,26.8175,1409
546,26.8576,1403
547,26.8976,1384
548,26.9376,1438
549,26.9777,1388
550,27.0177,1362
551,27.0577,1396
552,27.0978,1377
553,27.1378,1357
554,27.1778,1388
555,27.2179,1345
556,27.2579,1335
557,27.2979,1358
558,27.338,1358
559,27.378,1299
560,27.418,1326
561,27.4581,1317
562,27.4981,1258
563,27.5381,1247
564,27.5782,1305
565,27.6182,1380
566,27.6582,1291
567,27.6983,1327
568,27.7383,1294
569,27.7783,1279
570,27.8184,1256
571,27.8584,1284
572,27.8984,1250
573,27.9385,1272
574,27.9785,1256
575,28.0185,1406
576,28.0585,1238
577,28.0986,1284
578,28.1386,1341
579,28.1786,1303
580,28.2187,1239
581,28.2587,1207
582,28.2987,1224
583,28.3388,1255
584,28.3788,1226
585,28.4188,1275
586,28.4589,1249
587,28.4989,1196
588,28.5389,1246
589,28.579,1206
590,28.619,1270
591,28.659,1248
592,28.6991,1223
593,28.7391,1306
594,28.7791,1301
595,28.8192,1154
596,28.8592,1242
597,28.8992,1222
598,28.9393,1158
599,28.9793,1170
600,29.0193,1260
601,29.0594,1177
602,29.0994,1226
603,29.1394,1244
604,29.1794,1180
605,29.2195,1282
606,29.2595,1230
607,29.2995,1217
608,29.3396,1225
609,29.3796,1155
610,29.4196,1213
611,29.4597,1159
612,29.4997,1131
613,29.5397,1206
614,29.5798,1173
615,29.6198,1131
616,29.6598,1199
617,29.6999,1194
618,29.7399,1231
619,29.7799,1226
620,29.82,1152
621,29.86,1187
622,29.9,1137
623,29.9401,1172
624,29.9801,1176
625,30.0201,1129
626,30.0602,1217
627,30.1002,1138
628,30.1402,1082
629,30.1803,1180
630,30.2203,1179
631,30.2603,1126
632,30.3004,1162
633,30.3404,1150
634,30.3804,1151
635,30.4204,1093
636,30.4605,1098
637,30.5005,1182
638,30.5405,1141
639,30.5806,1093
640,30.6206,1129
641,30.6606,1142
642,30.7007,1122
643,30.7407,1080
644,30.7807,1140
645,30.8208,1107
646,30.8608,1177
647,30.9008,1186
648,30.9409,1313
649,30.9809,1500
650,31.0209,1346
651,31.061,1288
652,31.101,1140
653,31.141,1121
654,31.1811,1086
655,31.2211,1096
656,31.2611,1051
657,31.3012,1076
658,31.3412,1068
659,31.3812,1036
660,31.4213,1092
661,31.4613,1079
662,31.5013,1074
663,31.5413,1036
664,31.5814,1075
665,31.6214,1099
666,31.6614,1059
667,31.7015,1042
668,31.7415,1083
669,31.7815,1035
670,31.8216,1065
671,31.8616,1006
672,31.9016,1075
673,31.9417,1090
674,31.9817,1085
675,32.0217,1050
676,32.0618,1101
677,32.1018,1115
678,32.1418,1119
679,32.1819,1018
680,32.2219,1137
681,32.2619,1044
682,32.302,1052
683,32.342,1048
684,32.382,1054
685,32.4221,1074
686,32.4621,1038
687,32.5021,1029
688,32.5422,1085
689,32.5822,1039
690,32.6222,1064
691,32.6623,1009
692,32.7023,1076
693,32.7423,1054
694,32.7823,1000
695,32.8224,1030
696,32.8624,1072
697,32.9024,1079
698,32.9425,1083
699,32.9825,1068
700,33.0225,1088
701,33.0626,1061
702,33.1026,1092
703,33.1426,1062
704,33.1827,995
705,33.2227,1075
706,33.2627,1050
707,33.3028,1028
708,33.3428,994
709,33.3828,1037
710,33.4229,1074
711,33.4629,1062
712,33.5029,983
713,33.543,1051
714,33.583,1080
715,33.623,1009
716,33.6631,1063
717,33.7031,1051
718,33.7431,1060
719,33.7832,1112
720,33.8232,1083
721,33.8632,1039
722,33.9032,1074
723,33.9433,1007
724,33.9833,1068
725,34.0233,1061
726,34.0634,1045
727,34.1034,1066
728,34.1434,1018
729,34.1835,1115
730,34.2235,1046
731,34.2635,1068
732,34.3036,1088
733,34.3436,1072
734,34.3836,1067
735,34.4237,1048
736,34.4637,1009
737,34.5037,1034
738,34.5438,1093
