,     Angle,       PSD
906,41.2692,973
907,41.3092,1031
908,41.3492,987
909,41.3893,1024
910,41.4293,1020
911,41.4693,1018
912,41.5094,1030
913,41.5494,1016
914,41.5894,1046
915,41.6295,1033
916,41.6695,933
917,41.7095,975
918,41.7496,1035
919,41.7896,966
920,41.8296,948
921,41.8697,997
922,41.9097,942
923,41.9497,936
924,41.9898,981
925,42.0298,970
926,42.0698,1012
927,42.1098,1023
928,42.1499,1065
929,42.1899,921
930,42.2299,933
931,42.27,1063
932,42.31,990
933,42.35,968
934,42.3901,891
935,42.4301,951
936,42.4701,969
937,42.5102,936
938,42.5502,969
939,42.5902,912
940,42.6303,941
941,42.6703,970
942,42.7103,958
943,42.7504,938
944,42.7904,924
945,42.8304,945
946,42.8705,921
947,42.9105,948
948,42.9505,945
949,42.9906,913
950,43.0306,861
951,43.0706,913
952,43.1107,927
953,43.1507,907
954,43.1907,917
955,43.2308,909
956,43.2708,946
957,43.3108,944
958,43.3508,930
959,43.3909,875
960,43.4309,939
961,43.4709,888
962,43.511,923
963,43.551,972
964,43.591,885
965,43.6311,928
966,43.6711,873
967,43.7111,966
968,43.7512,913
969,43.7912,968
970,43.8312,850
971,43.8713,931
972,43.9113,937
973,43.9513,843
974,43.9914,871
975,44.0314,864
976,44.0714,877
977,44.1115,895
978,44.1515,926
979,44.1915,904
980,44.2316,862
981,44.2716,868
982,44.3116,909
983,44.3517,869
984,44.3917,900
985,44.4317,866
986,44.4717,839
987,44.5118,881
988,44.5518,864
989,44.5918,876
990,44.6319,870
991,44.6719,845
992,44.7119,895
993,44.752,876
994,44.792,886
995,44.832,878
996,44.8721,874
997,44.9121,924
998,44.9521,848
999,44.9922,825
1000,45.0322,847
1001,45.0722,861
1002,45.1123,816
1003,45.1523,879
1004,45.1923,820
1005,45.2324,857
1006,45.2724,859
1007,45.3124,876
1008,45.3525,818
1009,45.3925,828
1010,45.4325,805
1011,45.4726,867
1012,45.5126,857
1013,45.5526,774
1014,45.5927,822
1015,45.6327,845
1016,45.6727,800
1017,45.7127,830
1018,45.7528,788
1019,45.7928,824
1020,45.8328,800
1021,45.8729,835
1022,45.9129,822
1023,45.9529,792
1024,45.993,802
1025,46.033,768
1026,46.073,797
1027,46.1131,820
1028,46.1531,807
1029,46.1931,815
1030,46.2332,772
1031,46.2732,786
1032,46.3132,754
1033,46.3533,804
1034,46.3933,795
1035,46.4333,776
1036,46.4734,841
1037,46.5134,770
1038,46.5534,743
1039,46.5935,761
1040,46.6335,760
1041,46.6735,752
1042,46.7136,785
1043,46.7536,744
1044,46.7936,727
1045,46.8336,745
1046,46.8737,785
1047,46.9137,770
1048,46.9537,778
1049,46.9938,779
1050,47.0338,789
1051,47.0738,740
1052,47.1139,798
1053,47.1539,770
1054,47.1939,759
1055,47.234,754
1056,47.274,728
1057,47.314,746
1058,47.3541,734
1059,47.3941,714
1060,47.4341,768
1061,47.4742,754
1062,47.5142,739
1063,47.5542,729
1064,47.5943,757
1065,47.6343,705
1066,47.6743,688
1067,47.7144,790
1068,47.7544,705
1069,47.7944,727
1070,47.8345,782
1071,47.8745,699
1072,47.9145,645
1073,47.9546,759
1074,47.9946,688
1075,48.0346,732
1076,48.0746,737
1077,48.1147,737
1078,48.1547,649
1079,48.1947,732
1080,48.2348,687
1081,48.2748,735
1082,48.3148,685
1083,48.3549,642
1084,48.3949,710
1085,48.4349,658
1086,48.475,749
1087,48.515,691
1088,48.555,697
1089,48.5951,723
1090,48.6351,659
1091,48.6751,697
1092,48.7152,687
1093,48.7552,684
1094,48.7952,718
