nm,75,15,18,225,grupo,0
,,,,,,0.5879908991941832
,,,,,,0.5862941629356492
,,,,,,0.5847717327789328
,,,,,,0.583456271095577
,,,,,,0.5805727433706823
,,,,,,0.5777429508621729
,,,,,,0.5751467863245472
,,,,,,0.5701603251478001
,,,,,,0.5651482508862705
,,,,,,0.5592223302089055
,,,,,,0.5531022257772232
,,,,,,0.5466459281713588
,,,,,,0.5397060177971227
,,,,,,0.5328428859801393
,,,,,,0.5275805811887618
,,,,,,0.521713310353309
,,,,,,0.5163851841618406
,,,,,,0.5127050751790404
,,,,,,0.5086725520446872
,,,,,,0.5061114803439655
,,,,,,0.5045783462943515
,,,,,,0.5030075119390316
,,,,,,0.501927168425615
,,,,,,0.5012514495857129
,,,,,,0.5004375539914538
,,,,,,0.5004934789366101
,,,,,,0.500650722995966
,,,,,,0.5004205346642641
,,,,,,0.4999934645844698
,,,,,,0.5005255272597983
,,,,,,0.5008116761411303
,,,,,,0.5006815172178264
,,,,,,0.5010089162604987
,,,,,,0.5016458291241899
,,,,,,0.5008746229548291
,,,,,,0.5022918637397378
,,,,,,0.5016541507367238
,,,,,,0.5020281980762584
,,,,,,0.5030220251908222
,,,,,,0.5024909275019207
,,,,,,0.5031494445548313
,,,,,,0.5036036254296877
,,,,,,0.5032481546703735
,,,,,,0.5038203063307577
,,,,,,0.5040469648476847
,,,,,,0.5035982236220103
,,,,,,0.50388505362927
,,,,,,0.5044172692950316
,,,,,,0.5041651473427643
,,,,,,0.5054225702144253
,,,,,,0.5051742552711156
,,,,,,0.50345718220497
,,,,,,0.5038794314902809
,,,,,,0.5035499283091585
,,,,,,0.5045754261196823
,,,,,,0.5044420959514594
,,,,,,0.5046537726845965
,,,,,,0.5051954260079948
,,,,,,0.5048495432337451
,,,,,,0.505587780673778
,,,,,,0.5056524548970304
,,,,,,0.5059052607976973
,,,,,,0.5061727874045325
,,,,,,0.5063800021301748
,,,,,,0.5067443782717552
,,,,,,0.5068500114838155
,,,,,,0.5071105588512819
,,,,,,0.5073467451388771
,,,,,,0.5075960720863818
,,,,,,0.5077175919914062
,,,,,,0.5075242710653918
,,,,,,0.5080816669995705
,,,,,,0.508177608394094
,,,,,,0.5087416340949081
,,,,,,0.5088451304363734
,,,,,,0.5089070914740313
,,,,,,0.5085988522693189
,,,,,,0.509345382085259
,,,,,,0.5095176938993629
,,,,,,0.5092828666270358
,,,,,,0.5096901045768294
,,,,,,0.5100488300390642
,,,,,,0.5100672183243838
,,,,,,0.510221385227756
,,,,,,0.5104828118609848
,,,,,,0.5107693329720654
,,,,,,0.5105750320860543
,,,,,,0.5108343817798395
,,,,,,0.5113923534242303
,,,,,,0.5113147447493522
,,,,,,0.5114065456504543
,,,,,,0.5115456363006683
,,,,,,0.511641781399867
,,,,,,0.511826410928163
,,,,,,0.5118565582248213
,,,,,,0.5121717862405984
,,,,,,0.512377319158284
,,,,,,0.5122971609321502
,,,,,,0.5124843268781888
,,,,,,0.5126649606149803
,,,,,,0.512915154967275
,,,,,,0.5128660896365856
,,,,,,rACafeina
