,     Angle,       PSD
436,22.454,2100
437,22.4941,2083
438,22.5341,2047
439,22.5741,2098
440,22.6142,2031
441,22.6542,2069
442,22.6942,2086
443,22.7343,2058
444,22.7743,1986
445,22.8143,2099
446,22.8544,2054
447,22.8944,2104
448,22.9344,2093
449,22.9745,1964
450,23.0145,2007
451,23.0545,1892
452,23.0946,1935
453,23.1346,1875
454,23.1746,1895
455,23.2147,1819
456,23.2547,1896
457,23.2947,1771
458,23.3347,1801
459,23.3748,1925
460,23.4148,1845
461,23.4548,1872
462,23.4949,1808
463,23.5349,1792
464,23.5749,1794
465,23.615,1730
466,23.655,1744
467,23.695,1687
468,23.7351,1719
469,23.7751,1659
470,23.8151,1688
471,23.8552,1640
472,23.8952,1673
473,23.9352,1679
474,23.9753,1634
475,24.0153,1624
476,24.0553,1637
477,24.0954,1656
478,24.1354,1654
479,24.1754,1576
480,24.2155,1589
481,24.2555,1608
482,24.2955,1661
483,24.3356,1640
484,24.3756,1628
485,24.4156,1530
486,24.4556,1604
487,24.4957,1591
488,24.5357,1545
489,24.5757,1528
490,24.6158,1497
491,24.6558,1439
492,24.6958,1469
493,24.7359,1514
494,24.7759,1498
495,24.8159,1466
496,24.856,1499
497,24.896,1414
498,24.936,1492
499,24.9761,1420
500,25.0161,1465
501,25.0561,1414
502,25.0962,1439
503,25.1362,1378
504,25.1762,1455
505,25.2163,1478
506,25.2563,1530
507,25.2963,1401
508,25.3364,1395
509,25.3764,1448
510,25.4164,1325
511,25.4565,1366
512,25.4965,1356
513,25.5365,1334
514,25.5766,1385
515,25.6166,1371
516,25.6566,1301
517,25.6966,1323
518,25.7367,1336
519,25.7767,1323
520,25.8167,1361
521,25.8568,1328
522,25.8968,1295
523,25.9368,1202
524,25.9769,1300
525,26.0169,1360
526,26.0569,1294
527,26.097,1368
528,26.137,1270
529,26.177,1301
530,26.2171,1305
531,26.2571,1302
532,26.2971,1244
533,26.3372,1266
534,26.3772,1291
535,26.4172,1287
536,26.4573,1312
537,26.4973,1342
538,26.5373,1308
539,26.5774,1249
540,26.6174,1273
541,26.6574,1273
542,26.6975,1234
543,26.7375,1256
544,26.7775,1216
545,26.8175,1244
546,26.8576,1232
547,26.8976,1282
548,26.9376,1171
549,26.9777,1281
550,27.0177,1243
551,27.0577,1195
552,27.0978,1208
553,27.1378,1245
554,27.1778,1208
555,27.2179,1203
556,27.2579,1160
557,27.2979,1137
558,27.338,1235
559,27.378,1170
560,27.418,1166
561,27.4581,1199
562,27.4981,1186
563,27.5381,1200
564,27.5782,1154
565,27.6182,1184
566,27.6582,1191
567,27.6983,1191
568,27.7383,1206
569,27.7783,1153
570,27.8184,1170
571,27.8584,1173
572,27.8984,1124
573,27.9385,1152
574,27.9785,1213
575,28.0185,1152
576,28.0585,1152
577,28.0986,1153
578,28.1386,1152
579,28.1786,1164
580,28.2187,1199
581,28.2587,1155
582,28.2987,1118
583,28.3388,1147
584,28.3788,1187
585,28.4188,1203
586,28.4589,1141
587,28.4989,1161
588,28.5389,1161
589,28.579,1110
590,28.619,1182
591,28.659,1167
592,28.6991,1138
593,28.7391,1175
594,28.7791,1161
595,28.8192,1132
596,28.8592,1068
597,28.8992,1111
598,28.9393,1146
599,28.9793,1221
600,29.0193,1071
601,29.0594,1116
602,29.0994,1017
603,29.1394,1094
604,29.1794,1117
605,29.2195,1124
606,29.2595,1104
607,29.2995,1127
608,29.3396,1132
609,29.3796,1086
610,29.4196,1104
611,29.4597,1035
612,29.4997,1092
613,29.5397,1089
614,29.5798,1046
615,29.6198,1014
616,29.6598,1081
617,29.6999,1088
618,29.7399,1086
619,29.7799,1105
620,29.82,1044
621,29.86,1054
622,29.9,1062
623,29.9401,1089
624,29.9801,1109
625,30.0201,1087
626,30.0602,1071
627,30.1002,1027
628,30.1402,1073
629,30.1803,1068
630,30.2203,1067
631,30.2603,1042
632,30.3004,1051
633,30.3404,1031
634,30.3804,1087
635,30.4204,1030
636,30.4605,1068
637,30.5005,1066
638,30.5405,1078
639,30.5806,996
640,30.6206,1008
641,30.6606,1030
642,30.7007,1010
643,30.7407,964
644,30.7807,1060
645,30.8208,1028
646,30.8608,1056
647,30.9008,962
648,30.9409,1009
649,30.9809,1022
650,31.0209,1015
651,31.061,1077
652,31.101,1036
653,31.141,1076
654,31.1811,1019
655,31.2211,938
656,31.2611,995
657,31.3012,966
658,31.3412,1032
659,31.3812,975
660,31.4213,979
661,31.4613,1028
662,31.5013,1000
663,31.5413,980
664,31.5814,1002
665,31.6214,1006
666,31.6614,974
667,31.7015,1048
668,31.7415,969
669,31.7815,974
670,31.8216,979
671,31.8616,972
672,31.9016,1012
673,31.9417,1012
674,31.9817,929
675,32.0217,997
676,32.0618,980
677,32.1018,1042
678,32.1418,1006
679,32.1819,1024
680,32.2219,1037
681,32.2619,1061
682,32.302,1083
683,32.342,1048
684,32.382,1090
685,32.4221,1061
686,32.4621,982
687,32.5021,970
688,32.5422,980
689,32.5822,953
690,32.6222,1012
691,32.6623,1003
692,32.7023,890
693,32.7423,987
694,32.7823,961
695,32.8224,953
696,32.8624,992
697,32.9024,944
698,32.9425,924
699,32.9825,965
700,33.0225,951
701,33.0626,954
702,33.1026,914
703,33.1426,948
704,33.1827,1032
705,33.2227,973
706,33.2627,938
707,33.3028,930
708,33.3428,877
709,33.3828,919
710,33.4229,941
711,33.4629,1009
712,33.5029,980
713,33.543,925
714,33.583,968
715,33.623,970
716,33.6631,997
717,33.7031,956
718,33.7431,963
719,33.7832,979
720,33.8232,944
721,33.8632,946
722,33.9032,928
723,33.9433,915
724,33.9833,1006
725,34.0233,918
726,34.0634,935
727,34.1034,954
728,34.1434,981
729,34.1835,944
730,34.2235,981
731,34.2635,956
732,34.3036,998
733,34.3436,952
734,34.3836,909
735,34.4237,979
736,34.4637,979
737,34.5037,943
738,34.5438,935
739,34.5838,958
740,34.6238,945
741,34.6639,998
742,34.7039,1020
743,34.7439,979
744,34.784,988
745,34.824,991
746,34.864,959
747,34.9041,975
748,34.9441,966
749,34.9841,974
750,35.0241,950
751,35.0642,966
752,35.1042,942
753,35.1442,944
754,35.1843,1002
755,35.2243,971
756,35.2643,964
757,35.3044,1011
758,35.3444,916
759,35.3844,933
760,35.4245,926
761,35.4645,965
762,35.5045,917
763,35.5446,1005
764,35.5846,923
765,35.6246,940
766,35.6647,955
767,35.7047,1038
768,35.7447,939
769,35.7848,953
770,35.8248,966
771,35.8648,894
772,35.9049,923
773,35.9449,936
774,35.9849,944
775,36.025,980
776,36.065,965
777,36.105,996
778,36.1451,983
779,36.1851,911
780,36.2251,921
781,36.2651,972
782,36.3052,906
783,36.3452,964
784,36.3852,924
785,36.4253,887
786,36.4653,920
787,36.5053,980
788,36.5454,934
789,36.5854,951
790,36.6254,952
791,36.6655,916
792,36.7055,976
793,36.7455,950
794,36.7856,995
795,36.8256,902
796,36.8656,935
797,36.9057,919
798,36.9457,946
799,36.9857,988
800,37.0258,916
801,37.0658,906
802,37.1058,926
803,37.1459,937
804,37.1859,943
805,37.2259,851
806,37.266,931
807,37.306,964
808,37.346,923
809,37.386,901
810,37.4261,902
811,37.4661,911
812,37.5061,902
813,37.5462,943
814,37.5862,887
815,37.6262,851
816,37.6663,880
817,37.7063,887
818,37.7463,889
819,37.7864,941
820,37.8264,917
821,37.8664,975
822,37.9065,953
823,37.9465,935
824,37.9865,938
825,38.0266,947
826,38.0666,937
827,38.1066,968
828,38.1467,880
829,38.1867,866
830,38.2267,912
831,38.2668,897
832,38.3068,926
833,38.3468,881
834,38.3869,871
835,38.4269,884
836,38.4669,892
837,38.507,918
838,38.547,893
839,38.587,871
840,38.627,901
841,38.6671,941
842,38.7071,915
843,38.7471,905
844,38.7872,833
845,38.8272,827
846,38.8672,863
847,38.9073,864
848,38.9473,923
849,38.9873,867
850,39.0274,872
851,39.0674,844
852,39.1074,901
853,39.1475,874
854,39.1875,933
855,39.2275,925
856,39.2676,963
857,39.3076,888
858,39.3476,866
859,39.3877,848
860,39.4277,853
861,39.4677,909
862,39.5078,890
863,39.5478,896
864,39.5878,887
865,39.6279,862
866,39.6679,903
867,39.7079,957
868,39.7479,886
869,39.788,868
870,39.828,836
871,39.868,857
872,39.9081,835
873,39.9481,842
874,39.9881,882
875,40.0282,929
876,40.0682,863
877,40.1082,892
878,40.1483,895
879,40.1883,922
880,40.2283,918
881,40.2684,878
882,40.3084,952
883,40.3484,891
884,40.3885,926
885,40.4285,867
886,40.4685,862
887,40.5086,891
888,40.5486,872
889,40.5886,848
890,40.6287,897
891,40.6687,891
892,40.7087,841
893,40.7488,924
894,40.7888,817
895,40.8288,833
896,40.8689,870
897,40.9089,830
898,40.9489,893
899,40.9889,860
900,41.029,887
901,41.069,914
902,41.109,842
903,41.1491,819
904,41.1891,870
905,41.2291,831
906,41.2692,837
907,41.3092,873
908,41.3492,860
909,41.3893,855
910,41.4293,833
911,41.4693,794
912,41.5094,852
913,41.5494,807
914,41.5894,837
915,41.6295,839
916,41.6695,875
917,41.7095,740
918,41.7496,866
919,41.7896,850
920,41.8296,850
921,41.8697,812
922,41.9097,817
923,41.9497,860
924,41.9898,874
925,42.0298,870
926,42.0698,861
927,42.1098,861
928,42.1499,800
929,42.1899,859
930,42.2299,806
931,42.27,808
932,42.31,837
933,42.35,790
934,42.3901,837
935,42.4301,818
936,42.4701,852
937,42.5102,831
938,42.5502,786
939,42.5902,835
940,42.6303,803
941,42.6703,854
942,42.7103,797
943,42.7504,834
944,42.7904,830
945,42.8304,767
946,42.8705,834
947,42.9105,823
948,42.9505,813
949,42.9906,794
950,43.0306,764
951,43.0706,782
952,43.1107,743
953,43.1507,748
954,43.1907,755
955,43.2308,772
956,43.2708,769
957,43.3108,783
958,43.3508,758
959,43.3909,800
960,43.4309,796
961,43.4709,773
962,43.511,794
963,43.551,815
964,43.591,789
965,43.6311,840
966,43.6711,751
967,43.7111,771
968,43.7512,753
969,43.7912,779
970,43.8312,732
971,43.8713,755
972,43.9113,772
973,43.9513,701
974,43.9914,738
975,44.0314,717
976,44.0714,740
977,44.1115,795
978,44.1515,785
979,44.1915,793
980,44.2316,719
981,44.2716,768
982,44.3116,782
983,44.3517,725
984,44.3917,749
985,44.4317,712
986,44.4717,760
987,44.5118,770
988,44.5518,701
989,44.5918,738
990,44.6319,767
991,44.6719,708
992,44.7119,768
993,44.752,703
994,44.792,719
995,44.832,759
996,44.8721,781
997,44.9121,677
998,44.9521,734
999,44.9922,731
1000,45.0322,745
1001,45.0722,735
1002,45.1123,744
1003,45.1523,721
1004,45.1923,687
1005,45.2324,728
1006,45.2724,685
1007,45.3124,676
1008,45.3525,714
1009,45.3925,720
1010,45.4325,728
1011,45.4726,702
1012,45.5126,722
1013,45.5526,690
1014,45.5927,720
1015,45.6327,703
1016,45.6727,708
1017,45.7127,656
1018,45.7528,727
1019,45.7928,722
1020,45.8328,698
1021,45.8729,698
1022,45.9129,673
1023,45.9529,698
1024,45.993,704
1025,46.033,724
1026,46.073,684
1027,46.1131,707
1028,46.1531,667
1029,46.1931,698
1030,46.2332,694
1031,46.2732,678
1032,46.3132,724
1033,46.3533,667
1034,46.3933,696
1035,46.4333,633
1036,46.4734,719
1037,46.5134,694
1038,46.5534,678
1039,46.5935,658
1040,46.6335,681
1041,46.6735,706
1042,46.7136,693
1043,46.7536,644
1044,46.7936,658
1045,46.8336,675
1046,46.8737,670
1047,46.9137,683
1048,46.9537,677
1049,46.9938,644
1050,47.0338,662
1051,47.0738,667
1052,47.1139,604
1053,47.1539,635
1054,47.1939,658
1055,47.234,668
1056,47.274,612
1057,47.314,626
1058,47.3541,595
1059,47.3941,605
1060,47.4341,637
